SentID,Npred,NpredID,Vsup,VsupID,N0Role,N0ID,N0String,N1Role,N1ID,N1String,N2Role,N2ID,N2String
1889,vida,8,-, ,patient,7, sua ,-, -, -,-, -, -
1893,campanha,1,-, -,agent-gen, -, -,object-f, -, -,-, -, -
1894,preço,3,-, -,object-gen, -, -,-, -, -,-, -, -
1905,aparência,2,-, ,object-gen, -, - ,-, -, -,-, -, -
1905,sarcasmo,9,-, ,object-gen, 10 11, de Altman ,-, -, -,-, -, -
1905,cor,21,-, ,object-gen, 22 23 24, de seus cabelos ,-, -, -,-, -, -
1906,humor,2,-, ,agent-gen, 3 4, de Altman ,-, -, -,-, -, -
1906,convenção,11,-, ,object-gen, 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31," de uma sociedade que , tendo que aceitar tudo sob as aparências , acaba perpetuando uma vasta rede de hipocrisia",object-f, -, -,-, -, -
1906,aparência,23,-, ,patient, -, - ,object-f, -, -,-, -, -
1907,caridade,7,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
1908,dança,5,fazer,1,agent-gen, , ,-, -, -,-, -, -
1911,leitura,35,de,33,agent-gen, -, - ,object-gen, 22 23 24 25, uma de as seções,-, -, -
1911,imagem,42,-,,object-gen,38, jornal ,object-gen, 43 44 45 46 47 48 49 50 51, de um de os mais cosmopolitas de o mundo ,-, -, -
1912,dívida,3,-, ,object-gen,1, Agricultor ,object-gen, -, -,-, -, -
1913,dívida,30,-, ,object-gen, 21 22, os agricultores ,object-gen, -, -,-, -, -
1913,atraso,32,em,31,object-gen,30, dívidas ,-, -, -,-, -, -
1915,acordo,2,fazer,4,agent-gen, -, - ,object-f, -, -,co-agent, -, -
1916,financiamento,2,-, ,agent-gen,3, público ,object-f, -, -,-, -, -
1916,atração,17,-, ,agent-gen, -, - ,object-gen, 18 19 20 21, de recursos de pensão ,object-gen, -, -
1916,parceria,25,-, ,object-gen, -, - ,co-object, 26 27 28 29, com a iniciativa privada ,-, -, -
1917,taxação,2,-, ,agent-gen, -, - ,object-gen, 3 4 5, de grandes fortunas,-, -, -
1917,privatização,10,-, ,agent-gen, -, - ,object-gen, 12 13 14, de estatais não-estratégicas ,-, -, -
1921,foto,19,tirar,18,agent-creator, 5 6 7 8 9 10 11 12 13 14 15 16 17, pessoas que estavam em uma mesa próxima a a de Collor e Rosane ,object-gen, -, -,-, -, -
1921,jantar,3,-, ,agent-gen, -, - ,-, -, -,-, -, -
1923,avaliação,4,-, ,agent-gen,3, sua ,object-gen, -, -,-, -, -
1923,plano,11,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
1923,palma,26,bater, ,agent-gen, 6 7, a oposição ,object-gen, 27 28 29, para o adversário ,-, -, -
1924,plano,7,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
1924,apoio,9,ter,8,agent-gen,10, popular ,object-gen, 6 7, o plano ,-, -, -
1933,proliferação,14,-, ,agent-gen, 18 19 20, de seus restaurantes ,-, -, -,-, -, -
1933,qualidade,17,-, ,object-gen, 18 19 20, de seus restaurantes ,-, -, -,-, -, -
1936,reunião,1,-, -,agent-gen, -, -,co-agent, -, -,-, -, -
1937,perspectiva,20,-, ,experiencer-gen, 21 22 23 24, de o setor privado ,object-f, -, -,-, -, -
1938,interesse,3,de,2,experiencer-gen, -, -,object-gen,1, Áreas,-, -, -
1939,investimento,11,-, ,agent-giver, -, - ,object-gen,7, setores ,-, -, -
1940,trabalho,25,-, ,agent-gen, 26 27 28, de os advogados ,object-f, -, -,-, -, -
1942,telefonema,3,receber,2,agent-gen, 8 9 10 11 12 13 14 15 16 17 18 19 20,"de os advogados , de políticos amigos e de pessoas que prestavam solidariedade ",object-gen,1, Collor ,-, -, -
1942,solidariedade,20,prestar,19,experiencer-gen,17, pessoas ,object-gen, -, -,-, -, -
1943,tratamento,27,estar sob, 25 26,agent-gen, -, - ,patient,15 16 17 18 19 20 21,"o irmão de o ex-presidente, Pedro_Collor",-, -, -
1943,saúde,13,-, ,object-gen, 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30," de o irmão de o ex- presidente , Pedro_Collor , que está sob tratamento em os Estados_Unidos",-, -, -,-, -, -
1945,pergunta,3,-, ,agent-speaker, 4 5 6, de o público ,addressee,1, Lula ,-, -, -
1950,valor,1,-, -,object-gen, -, -,-, -, -,-, -, -
1952,valor,1,-, -,object-gen, -, -,-, -, -,-, -, -
1954,serviço,11,-,,agent-gen, 1 2 3 4 5 6," A Reuters_Holdings , baseada Londres ",object-f, -, -,-, -, -
1956,alta,9,estar em, 7 8,object-gen,6, triângulos ,-, -, -,-, -, -
1957,engano,13,-, ,object-gen, -, - ,-, -, -,-, -, -
1959,venda,3,-, -,agent-giver, -, -,object-gen, -, -,-, -, -
1961,fé,1,-, -,experiencer-gen, -, -,object-f, 2 3 4, em o real,-, -, -
1962,queda,13,-, ,object-gen, 14 15 16, em a inflação ,-, -, -,-, -, -
1962,inflação,16,-, ,object-gen, -, - ,-, -, -,-, -, -
1963,expectativa,5,-, ,experiencer-gen, -, - ,object-f, 6 7, de inflação ,-, -, -
1963,resultado,12,ter,8,object-f, 1 2 3 4 6 7, O índice mensal de de inflação ,-, -, -,-, -, -
1963,inflação,7,-, ,object-gen, -, - ,-, -, -,-, -, -
1965,caminho,7,-,,agent-gen, , ,-, -, -,-, -, -
1969,experiência,4,ter,2,experiencer-gen, , ,object-f, -, -,-, -, -
1971,objetivo,4,,,experiencer-gen,3, meu,object-f,1, Este,-, -, -
1974,trabalho,3,fazer,5,agent-gen, , ,object-f, -, -,-, -, -
1979,vida,9,-, ,object-gen,8, minha ,-, -, -,-, -, -
1981,sorte,3,ter,1,object-gen, , ,-, -, -,-, -, -
1986,vergonha,7,ter,6,experiencer-gen,2, eu ,object-f, 8 9 10, de ser latina ,-, -, -
1990,cobrança,24,-, ,agent-gen, -, - ,object-gen, 25 26, de pedágio ,-, -, -
1990,plantação,38,-, ,agent-gen, -, - ,object-gen, 39 40, de uvas ,-, -, -
1990,degustação,42,-, ,agent-gen, -, - ,object-gen, 43 44, de vinhos ,-, -, -
1994,discurso,3,-, ,agent-speaker, 14 15, a alemã ,topic,4 5, de agradecimento,-, -, -
1994,agradecimento,5,-, ,agent-speaker, 14 15, a alemã ,addressee, -, -,-, -, -
1994,ausência,29,-, ,object-gen, 30 31 32 33 34 35 36 37 38 39 40 41 42 43," de Monica_Seles , afastada de as quadras depois de ser esfaqueada em a quadra ",-, -, -,-, -, -
1995,proposta,3,-, -,agent-speaker, 4 5 6, de a Anfavea,addressee, -, -,message, -, -
1996,preço,9,-, -,object-gen, -, -,-, -, -,-, -, -
1997,viagem,15,-, ,agent-gen, , ,locative-dest, -, -,-, -, -
1998,ligação,8,-, -,object-gen,7, sua,co-object, 9 10 11, com outros rios,-, -, -
1998,comércio,23,-, -,agent-gen, -, -,co-agent, -, -,object-gen, -, -
1998,contrabando,26,-, -,agent-gen, -, -,object-gen, -, -,-, -, -
1999,fronteira,20,-, ,object-gen, 21 22 23 24 25 26, entre o Brasil e o Peru ,object-gen, 21 22 23 24 25 26, entre o Brasil e o Peru ,-, -, -
1999,tratado,18,-, ,agent-gen, -, - ,object-f, -, -,co-agent, -, -
2000,acordo,13,-, ,agent-gen, 14 15 16 17, entre os dois países ,object-f,,,co-agent, 14 15 16 17,  entre os dois países 
2001,morte,17,-, ,patient, -, - ,-, -, -,-, -, -
2002,tarefa,2,-, ,object-gen,5 6, a Falcão ,object-f, -, -,-, -, -
2003,vaia,12,sob,11,agent-speaker, -, - ,addressee,5 6 7 8 9 10, um candidato que estreou em comício,-, -, -
2003,preconceito,21,-, ,experiencer-gen, -, - ,object-gen, -, -,-, -, -
2003,pesquisa,27,-, ,agent-gen, -, - ,topic, -, -,-, -, -
2004,debate,9,-, ,agent-speaker, -, - ,co-agent, -, -,-, -, -
2004,candidatura,27,-, ,agent-gen, 28 29, de José_Sarney ,object-f, -, -,-, -, -
2007,resgate,8,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
2008,libertação,18,-, ,agent-gen, -, - ,object-gen, 19 20 21 22 23 24 25 26 27 28 29," de André , 15 , sequestrado em a noite de terça-feira ",-, -, -
2010,resgate,12,-, ,agent-gen, -, - ,patient, -, -,-, -, -
2011,vida,25,-, ,object-gen, 26 27 28, de o rapaz ,-, -, -,-, -, -
2011,pergunta,22,-, ,agent-speaker, -, - ,addressee, -, -,-, -, -
2018,venda,2,-, ,agent-giver, -, - ,object-gen, -, -,, -, -
2018,redução,16,-, ,object-gen, 17 18 19 20 21 22 23 24 25, tanto em o mercado interno como em o externo ,-, -, -,-, -, -
2019,receita,2,-, -,object-gen, -, -,-, -, -,-, -, -
2020,mercado,2,-, ,object-gen,4 5, de cigarros,-, -, -,-, -, -
2020,queda,8,apresentar,6,object-gen, 1 2 3 4 5, O mercado brasileiro de cigarros ,-, -, -,-, -, -
2021,participação,11,-, ,object-gen,10, sua ,object-gen, -, -,-, -, -
2021,retração,27,-, ,object-gen, 31 32 33 34, em as suas vendas ,-, -, -,-, -, -
2021,venda,34,-, ,agent-giver,33, suas ,object-gen, -, -,, -, -
2022,apresentação,3,-, ,agent-gen, -, - ,object-gen,  4 6, de balanço ,experiencer-gen,,
2022,mercado,29,-, ,object-gen, -, - ,-, -, -,-, -, -
2022,sucesso,33,-, ,object-gen, 34 35 36 37, de a marca Derby ,-, -, -,-, -, -
2024,segurança,26,-, ,object-gen, -, - ,-, -, -,-, -, -
2024,explosão,40,-, ,agent-gen, -, - ,object-gen, 41 42 43, de um carro-bomba ,-, -, -
2025,dirigismo,1,-, -,agent-gen, -, -,-, -, -,-, -, -
2026,obra,15,-, ,agent-gen, -, - ,-, -, -,-, -, -
2028,projeto,6,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
2028,construção,9,-, ,agent-creator, -, - ,object-gen, 14 15 16, de o All-Star_Music_Resort ,-, -, -
2028,estilo,21,-, ,object-gen, -, - ,-, -, -,-, -, -
2028,capacidade,25,-, ,object-gen, -, - ,object-f, -, -,-, -, -
2029,decisão,15,tomar,14,experiencer-gen, 11 12,94 %,object-f, -, -,-, -, -
2029,conselho,19,-, ,agent-speaker, -, - ,addressee, -, -,message, -, -
2031,posição,7,-, ,experiencer-gen, 8 9 10, de a Igreja ,topic, 11 12 13 14 15, com_relação_a o uso de camisinha ,-, -, -
2031,uso,13,-, ,agent-gen, -, - ,instrument, 14 15, de camisinha ,-, -, -
2032,retórica,8,ter,5,object-gen,4, Munhoz ,-, -, -,-, -, -
2032,gravação,27,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
2033,direito,18,ter,17,object-gen,9, Munhoz ,object-f,14 15, tempo a,-, -, -
2033,necessidade,21,-, ,object-gen, 22 23 24 25 26, de aprimoramento de o setor ,-, -, -,-, -, -
2033,aprimoramento,23,-, ,agent-gen, -, - ,object-gen, 24 25 26, de o setor ,-, -, -
2034,viagem,7,-, -,agent-gen, -, -,locative-dest, -, -,-, -, -
2035,teste,5,realizar,3,agent-gen, 1 2, A Folha ,object-f, -, -,-, -, -
2036,diferença,3,-, ,object-gen, -, - ,co-object, -, -,-, -, -
2036,sensação,7,-, ,experiencer-gen, -, - ,object-f, 8 9 10 11 12 13 14, de « frio em a barriga »,-, -, -
2036,velocidade,32,em,30,object-gen,, ,-, -, -,-, -, -
2037,orientação,3,dar,2,agent-gen,1, Escolas ,object-gen, -, -,-, -, -
2037,preço,6,-, ,object-gen, 3 4, orientação vocacional ,-, -, -,-, -, -
2038,carreira,6,-, ,agent-gen, , ,object-f, -, -,-, -, -
2038,guinada,11,dar,9,agent-gen,1, Quem ,object-f, 12 13 14 15, em a vida profissional ,-, -, -
2038,vida,14,-, ,object-gen,1, Quem ,-, -, -,-, -, -
2038,serviço,20,-, ,agent-gen, -, - ,object-f, 21 22 23, de orientação vocacional ,-, -, -
2038,orientação,22,-, ,agent-speaker, -, - ,addressee, -, -,-, -, -
2039,vantagem,17,ter,15,object-gen, 7 8, esses serviços ,object-f, 18 21 19 20 22 23 24, de ser gratuitos ou cobrar preços baixos ,-, -, -
2039,serviço,8,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
2040,investigação,13,-, ,agent-gen,14, policial ,object-f, -, -,-, -, -
2040,obtenção,17,-, ,agent-gen, -, - ,object-gen, 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32, de provas contra o crime organizado ( delitos praticados por atividades de quadrilha ou bando ),-, -, -
2040,prova,19,-, ,object-gen, -, - ,object-f, -, -,-, -, -
2040,delito,25,praticar,26,agent-gen, 27 28 29 30 31 32, por atividades de quadrilha ou bando ,-, -, -,-, -, -
2040,atividade,28,-, ,agent-gen, 29 30 31 32, de quadrilha ou bando ,-, -, -,-, -, -
2040,objetivo,2,,,object-gen, 3 4 5, de o projeto,object-f, 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32, facilitar a investigação policial e a obtenção de provas contra o crime organizado ( delitos praticados por atividades de quadrilha ou bando ) ,-, -, -
2041,permissão,7,-, ,experiencer-gen, -, - ,patient, 8 9 10 , para a polícia,object-f, 11 12 13 14 15 16 17, se infiltrar em quadrilhas para obter provas 
2041,prova,17,obter,16,agent-gen, 9 10, a polícia ,object-f, -, -,-, -, -
2042,prova,6,-, ,agent-gen, -, - ,object-f, -, -,, -, -
2043,projeto,2,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
2043,escuta,14,-, ,experiencer-gen, -, - ,object-f, 18 19 20 21, de as conversas telefônicas ,-, -, -
2043,gravação,17,-, ,agent-creator, -, - ,object-gen, 18 19 20 21, de as conversas telefônicas ,-, -, -
2043,conversa,20,-, ,agent-gen, -, - ,topic, -, -,co-agent, -, -
2044,validade,5,ter,4,object-gen,2, isso,-, -, -,-, -, -
2044,aprovação,8,-, -,agent-gen, -, -,object-gen, 9 10 11 12 13 14 15 16 17 18 19 20 21 22, de um projeto de lei complementar a a Constituição - regulamentando a escuta telefônica,-, -, -
2045,projeto,2,-,,experiencer-gen, 6 7 8 9 10, o deputado de o PDT ,object-f, -, -,-, -, -
2045,projeto,2,,,experiencer-gen, 5 6 7 8 9 10, de o deputado de o PDT ,object-f, -, -, -, -, -
2046,fila,29,-,,agent-gen,1, Quem ,-, -, -,-, -, -
2047,compra,14,fazer,12,agent-taker,1 2 3 4 5 6 7 8 9 10," Um consumidor que tivesse apenas uma nota de CR$ 50.000,00 ",object-gen, -, -,, -, -
2047,conversão,24,-, ,agent-gen, -, - ,object-gen, -, -,object-gen, -, -
2048,refinamento,11,-, ,object-gen, 12 13 14 15 16 17 18 19 20 21 22 23 24 25, de a avenida Montaigne  (que concentra a alta costura em o Champs_Elysèes ),-, -, -,-, -, -
2051,condição,8,ter,7,object-gen,6, equipe ,object-f, 9 10 11 12 13 14, de estabelecer as regras o real ,-, -, -
2051,definição,3,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
2052,garantia,10,-, ,experiencer-gen, -, - ,object-f, 11 12 13 14, de a nova moeda ,-, -, -
2053,opção,4,-, ,experiencer-vol, -, - ,object-f, 5 6 7 8, de como fazer isso ,-, -, -
2059,informação,4,ter,3,agent-speaker, -, - ,addressee,1,  Eles,message,,
2060,absolvição,14,-, ,agent-gen, -, - ,object-gen, 15 16 17 18, de o ex- presidente ,-, -, -
2061,impeachment,13,-, ,agent-gen, -, - ,object-gen, 14 15, de Collor ,-, -, -
2062,resultado,29,-, ,object-gen, -, - ,-, -, -,-, -, -
2067,detalhamento,4,-, ,object-gen, 5 6 7 8, de o atlas Folha/«The_New_York_Times» ,-, -, -,-, -, -
2068,comunicação,19,-, ,agent-speaker, -, - ,addressee, -, -,-, -, -
2068,tráfego,26,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
2068,altitude,43,-, ,object-gen,38, montanhas ,-, -, -,-, -, -
2069,impressão,2,-, -,experiencer-gen, 3 4, de ambos,object-f, -, -,-, -, -
2072,cor,30,-, ,object-gen,29, sua ,-, -, -,-, -, -
2072,padrão,32,-, ,object-gen,29, sua ,-, -, -,-, -, -
2072,idéia,2,,,experiencer-gen,1, Sua ,object-f, 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27  28 29 30 31 32, fazer em a 22ª Bienal uma instalação com bambus no segundo andar que seja vista por_cima de o terceiro « com toda sua e cor padrão » ,-, -, -
2076,projeto,7,-, ,experiencer-gen, 11 12 13, de o Sesc_Pompéia ,object-f, -, -,-, -, -
2076,trabalho,2,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
2076,ocupação,18,-, ,agent-gen, -, - ,object-gen, 20 21 22 23 24 25, de espaços de a ex- fábrica ,-, -, -
2077,alegria,11,com,10,experiencer-gen, 1 2 3 4 5 6 7 8, Os integrantes de os movimentos Pinheiros_Vivo e Vila_Olímpia_Viva ,-, -, -,, -, -
2077,notícia,13,receber,9,agent-speaker, -, - ,addressee, 1 2 3 4 5 6 7 8, Os integrantes de os movimentos Pinheiros_Vivo e Vila_Olímpia_Viva ,message,,
2079,impacto,6,causar,4,cause, 1 2, A obra ,object-gen, 9 10 11, em a região ,-, -, -
2079,obra,2,-, ,agent-gen, -, - ,-, -, -,-, -, -
2080,impacto,18,-, ,cause, 19 20 21, de a obra ,object-gen, 22 23 24, sobre o meio_ambiente ,-, -, -
2080,obra,21,-, ,agent-creator, -, - ,-, -, -,-, -, -
2081,análise,5,-, -,agent-gen, 6 7 8, de o Consema,object-f, -, -,-, -, -
2081,resultado,10,-, -,cause, 11 12 13 14 15 16 17 18 19 20 21 22 23 24, de o compromisso assumido - em a sexta-feira passada - por o governador Fleury,-, -, -,-, -, -
2081,compromisso,13,assumir,14,object-gen, 21 22 23 24, por o governador Fleury,object-f, -, -,-, -, -
2082,preço,1,-, ,object-gen, -, - ,-, -, -,-, -, -
2084,comparação,2,-, ,agent-gen, -, - ,object-gen, -, -,co-object, 3 4 5 6 7 8 9 10 11 12 13 14," a a anterior , quando o IPCA ficou em 3,28 % "
2084,redução,17,-, ,object-gen, -, - ,-, -, -,-, -, -
2085,gasto,13,-, ,agent-gen, 14 15 16, de as famílias ,object-gen, -, -,-, -, -
2085,renda,18,com,17,object-gen, 15 16, as famílias ,-, -, -,-, -, -
2087,proteção,12,-, ,agent-gen,6, meio-campo ,object-gen, 13 14 15, a a zaga ,-, -, -
2088,balanço,3,-, ,object-gen, , ,co-object, 4 5 6 7, entre defesa e ataque ,-, 4 5 6 7, entre defesa e ataque 
2088,defesa,5,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
2088,ataque,7,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
2092,surgimento,23,-, ,object-gen, 24 25 26, de o grupo ,-, -, -,-, -, -
2092,influência,29,-, ,object-gen, 30 31, de Iggy_Pop ,object-gen, -, -,-, -, -
2092,criação,35,-, ,agent-creator, -, - ,object-gen, -, -,-, -, -
2092,revival,38,-, ,object-gen, 39 40 41 42 43 44 45 46 47, de o punk considerado ridículo e ilegítimo por CJ ,-, -, -,-, -, -
2095,missão,5,,,object-gen,4, minha ,object-f,8, torcer , -, -, -
2096,dilaceramento,3,-, -,agent-gen,,,patient, 5 6 7 8 9 10 11 12 13 14, de esta profissão possessiva - exclusivista - desconfiada e ciumenta,-, -, -
2098,invasão,6,-, ,agent-gen, -, - ,object-gen, 7 8 9, de a delegacia ,-, -, -
2098,plantão,17,em,15,agent-gen, 13 14, um motorista ,-, -, -,-, -, -
2101,linchamento,10,-, ,agent-gen, -, - ,patient, -, -,-, -, -
2103,linchamento,13,-, ,agent-gen, -, - ,patient, -, -,-, -, -
2105,aquecimento,2,-, ,object-gen, 3 4 5 6 7 8 9 10, de as vendas em os últimos dois meses ,-, -, -,-, -, -
2105,venda,5,-, ,agent-giver, -, - ,object-gen, -, -,-, -, -
2105,projeto,20,-, ,experiencer-gen, -, - ,object-f, 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45," de construção de shopping_center , hipermercado e conjunto residencial em área de o grupo , localizada em a Via_Dutra em o final de a Linha_Vermelha ",-, -, -
2105,construção,22,-, ,agent-creator, -, - ,object-gen, 23 24 25 26 27 28 29," de shopping_center , hipermercado e conjunto residencial ",-, -, -
2107,conversa,8,-, ,agent-speaker, -, - ,co-agent, -, -,-, -, -
2108,conversa,5,-, ,agent-speaker, -, - ,co-agent, -, -,-, -, -
2109,necessidade,4,-, ,object-f, 5 6 7, de novas negociações ,-, -, -,-, -, -
2109,negociação,7,-, ,agent-gen, -, - ,object-f, -, -,co-agent, -, -
2110,avaliação,3,-, ,experiencer-gen,2, sua ,object-f, -, -,-, -, -
2110,conversa,6,-, ,agent-speaker, -, - ,co-agent, 7 8 9 10, com o deputado fluminense ,-, -, -
2110,aproximação,16,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
2114,renda,2,-, ,recipient, -, - ,-, -, -,-, -, -
2116,projeto,26,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
2121,presidência,7,ficar com, 4 5,agent-gen, , ,object-gen, 8 9 10, de o Banespa ,-, -, -
2123,crise,26,-, ,object-gen,27 28 29 30 31 32 33 34 35 36 37 38 39,"de o herói , de sua autoridade restauradora , de sua integridade monolítica ",-, -, -,-, -, -
2123,autoridade,33,-, ,object-gen,32, sua ,-, -, -,-, -, -
2123,integridade,38,-, ,object-gen,37, sua ,-, -, -,-, -, -
2124,crise,8,-, ,object-gen, 9 10 11 12 13 14 15, de os próprios gêneros com que trabalha ,-, -, -,-, -, -
2125,desenvolvimento,10,-, -,agent-gen, -, -,object-gen,9, seu,-, -, -
2125,clareza,14,ser de, 11 12,object-gen, 6 7 8 9 10, o tema e seu desenvolvimento,-, -, -,-, -, -
2127,fuga,5,em,3,agent-gen,1, Ambos ,locative-dest, 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20," para o norte ( rumo_a o pai de Haynes , que mora em o Alasca )",-,,
2128,informação,7,trazer,6,agent-speaker, 1 2 3 4 5, O programa sobre a 2ª_Guerra_Mundial ,addressee, -, -,message, -, -
2128,tática,24,-, ,object-gen, -, - ,object-f, -, -,-, -, -
2128,guerra,28,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
2128,batalha,19,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
2128,gravação,35,-, ,agent-creator, -, - ,object-gen, -, -,-, -, -
2128,foto,14,-, ,agent-creator, -, - ,object-gen, -, -,-, -, -
2129,missão,4,-, ,object-gen, -, - ,object-f, -, -,-, -, -
2129,informação,14,-, ,agent-speaker, -, - ,addressee, -, -,message, -, -
2129,missão,4,-, ,object-gen, -, - ,object-f, -, -,-, -, -
2129,passeio,25,-, ,agent-gen, 26 27 28 29, de o astronauta Neil_Armstrong ,-, -, -,-, -, -
2130,massacre,10,-, ,agent-gen, -, - ,patient, 11 12 13 14 15, de cerca_de 500 mil pessoas,-, -, -
2132,dificuldade,20,ter,19,object-gen,10 11 12 13 14 15 16, os tribunais nacionais ( de Ruanda ) ,object-f, 21 22 23, em ser imparciais ,-, -, -
2133,surpresa,2,atingir,6,experiencer-gen, 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24," todos os partidos que integram a chamada « Nova_Força » de a política local , liderada por Lessa ",object-f, -, -,-, -, -
2135,proposta,9,-, ,agent-speaker, 11 12 13, de o governador ,addressee, -, -,message, -, -
2136,possibilidade,11,-, ,object-f, 12 13 14 15 16 17 18 19, de a aliança de os colloridos e Lessa ,-, -, -,-, -, -
2136,aliança,14,-, ,agent-gen, 15 16 17 18 19, de os colloridos e Lessa ,co-agent, 15 16 17 18 19, de os colloridos e Lessa ,-, -, -
2136,pragmatismo,21,com,20,object-gen, 1 2 3 4 5 6 7," O presidente de o PMDB , Djalma_Falcão ",-, -, -,-, -, -
2137,credibilidade,14,-, ,object-gen,13, sua ,-, -, -,-, -, -
2137,apoio,22,ficar sem, 20 21,agent-gen, -, - ,object-gen,19, ele ,-, -, -
2139,volta,3,-, ,object-gen, 4 5 6 7 8, de órgão de o governo ,locative-dest, -, -,-, -, -
2140,recomendação,11,enviar,3,agent-speaker, 1 2, O Congresso_Internacional_de_Direitos_Autorais ,addressee, 12 13 14 15 16 17 18 19,"  a o ministro de a Cultura , Luiz_Roberto_Nascimento_Silva",message, 21 22 23 24 25 26 27 28 29 30 31 32 33 34,para reativar o órgão governamental que cuidava de a área de a propriedade intelectual 
2141,fiscalização,11,-, ,agent-gen,,,object-gen,,,-, -, -
2141,consulta,13,-, ,agent-gen,,  ,object-gen, -, -,-, -, -
2141,assistência,15,-, ,agent-gen,,  ,object-gen, -, -,-, -, -
2141,governo,28,-, ,agent-gen,29, Collor ,object-gen, -, -,-, -, -
2143,anúncio,5,-, ,agent-speaker, -, - ,addressee,,,message, 6 7 8 9 10 11 12 13 14 15, de que as garantias serão adquiridas junto a o mercado 
2143,garantia,9,adquirir,11,object-gen, -, - ,object-f, -, -,-, -, -
2143,gasto,19,-, ,agent-gen, -, - ,object-gen, 20 21 22 23, com as futuras compras ,-, -, -
2143,compra,23,-, ,agent-taker, -, - ,object-gen, -, -,-, -, -
2144,argumentação,12,-, ,agent-speaker, -, - ,addressee, -, -,message, -, -
2145,uso,8,-, ,agent-gen, -, - ,instrument, 9 10 11, de as reservas ,-, -, -
2145,acordo,17,-, ,agent-gen, -, - ,object-f, -, -,co-agent, -, -
2145,dívida,20,-, ,object-gen, -, - ,object-gen, -, -,-, -, -
2145,relação,29,-, ,object-gen,28, suas ,object-gen, -, -,-, -, -
2146,sigilo,6,-, ,object-gen,,,-, -, -,-, -, -
2146,necessidade,13,-, ,object-gen, -, - ,object-f, 14 15 16 17 18 19 20, de evitar o encarecimento de os papéis ,-, -, -
2146,encarecimento,17,-, ,object-gen, 18 19 20, de os papéis ,-, -, -,-, -, -
2146,compra,4,-, ,agent-taker, -, - ,object-gen, -, -,-, -, -
2146,argumento,9,,,agent-speaker, -, - ,message, 12 13 14 15 16 17 18 19 20, a necessidade de evitar o encarecimento de os papéis ,-, -, -
2147,acordo,2,-, ,agent-gen, -, - ,object-f, -, -,co-agent, -, -
2147,dívida,5,-, ,object-gen, -, - ,object-gen, -, -,object-gen, -, -
2147,troca,8,-, ,agent-gen, -, - ,object-gen, 9 10 11 12, de os papéis atuais ,object-gen, 13 14 15 16 17 18 19 20 21 22, por uma combinação de cinco tipos diferentes de novos papéis 
2147,combinação,15,-, ,agent-gen, -, - ,object-gen, 16 17 18 19 20 21 22, de cinco tipos diferentes de novos papéis ,co-object, -, -
2148,operação,2,-, ,agent-gen, -, - ,-, -, -,-, -, -
2148,desconto,5,dar,3,agent-gen, 1 2, A operação ,object-gen, 11 12 13 14 15 16, sobre o valor de o débito ,,,
2148,valor,13,-, ,object-gen, 14 15 16, de o débito ,-, -, -,-, -, -
2149,condição,2,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
2151,necessidade,25,-, ,object-gen, 26 27 28 29, de um pintor profissional ,-, -, -,-, -, -
2151,instrução,18,-, ,agent-speaker, 19 20 21, de a lata ,addressee, , ,message, -, -
2151,trabalho,9,fazer,12,agent-gen, 13 14 15, por qualquer pessoa ,object-f, -, -,-, -, -
2152,cuidado,6,tomar,4,experiencer-gen,,,object-f, 7 8 9 10 11 12 13, de acabar com infiltrações em a parede,-, -, -
2152,infiltração,10,-, -,agent-gen, -, -,object-gen, 11 12 13, em a parede,-, -, -
2154,prudência,10,-, ,object-gen, 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31," de os candidatos a as eleições de hoje , «  que estão sabendo preservar a instituição acima_de os interesses pessoais »",-, -, -,-, -, -
2154,interesse,30,-, ,experiencer-gen, -, - ,object-gen, -, -,-, -, -
